Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
852,Dragonite 2,Dragonite,2,Adamant,BrightPowder,Earthquake,Double-Edge,Aerial Ace,Dragon Dance,Inner Focus,170 HP / 170 Def / 170 SpD,170,,170,,170,,365/334/268/212/278/196,196,187/169/136/108/141/100,100,31
853,Dragonite 3,Dragonite,3,Adamant,Leftovers,Hyper Beam,Attract,Double Team,Thunder Wave,Inner Focus,170 Atk / 170 Def / 170 SpD,,170,170,,170,,323/380/268/212/278/196,196,166/193/136/108/141/100,100,31
854,Dragonite 4,Dragonite,4,Adamant,Chesto Berry,Hyper Beam,Thunder Wave,Dragon Dance,Rest,Inner Focus,170 HP / 170 Def / 170 SpD,170,,170,,170,,365/334/268/212/278/196,196,187/169/136/108/141/100,100,31
855,Dragonite 5,Dragonite,5,Docile,Lum Berry,Outrage,Double-Edge,Thunder Wave,Roar,Inner Focus,255 Atk / 255 SpA,,255,,255,,,323/367/226/299/236/196,196,166/186/115/152/120/100,100,31
856,Dragonite 6,Dragonite,6,Modest,Shell Bell,Dragon Claw,Thunderbolt,Surf,Flamethrower,Inner Focus,255 SpA / 255 Speed,,,,255,,255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,31
857,Dragonite 7,Dragonite,7,Modest,Shell Bell,Dragon Claw,Thunderbolt,Surf,Ice Beam,Inner Focus,255 SpA / 255 Speed,,,,255,,255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,31
858,Dragonite 8,Dragonite,8,Modest,Shell Bell,Dragon Claw,Flamethrower,Ice Beam,Brick Break,Inner Focus,255 SpA / 255 Speed,,,,255,,255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,31
859,Dragonite 9,Dragonite,9,Docile,Quick Claw,Thunder,Surf,Rain Dance,Earthquake,Inner Focus,255 HP / 255 SpA,255,,,255,,,386/304/226/299/236/196,196,198/154/115/152/120/100,100,31
860,Dragonite 10,Dragonite,10,Docile,Quick Claw,Fire Blast,Blizzard,Sunny Day,Earthquake,Inner Focus,255 HP / 255 SpA,255,,,255,,,386/304/226/299/236/196,196,198/154/115/152/120/100,100,31
861,Tyranitar 1,Tyranitar,1,Hardy,BrightPowder,Earthquake,Aerial Ace,Thunderbolt,Surf,Sand Stream,255 Atk / 255 SpA,,255,,255,,,341/367/256/289/236/158,158,175/186/130/147/120/81,81,31
862,Tyranitar 2,Tyranitar,2,Hardy,BrightPowder,Earthquake,Rock Slide,Crunch,Thunderbolt,Sand Stream,255 Atk / 255 SpA,,255,,255,,,341/367/256/289/236/158,158,175/186/130/147/120/81,81,31
863,Tyranitar 3,Tyranitar,3,Adamant,Focus Band,Earthquake,Rock Slide,Counter,Dragon Dance,Sand Stream,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/334/298/203/278/158,158,196/169/151/103/141/81,81,31
864,Tyranitar 4,Tyranitar,4,Modest,Quick Claw,Crunch,Ice Beam,Thunderbolt,Flamethrower,Sand Stream,255 HP / 255 SpA,255,,,255,,,404/273/256/317/236/158,158,207/139/130/161/120/81,81,31
865,Tyranitar 5,Tyranitar,5,Adamant,Chesto Berry,Earthquake,Rock Slide,Dragon Dance,Rest,Sand Stream,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/334/298/203/278/158,158,196/169/151/103/141/81,81,31
866,Tyranitar 6,Tyranitar,6,Adamant,Chesto Berry,Earthquake,Rock Slide,Curse,Rest,Sand Stream,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/334/298/203/278/158,158,196/169/151/103/141/81,81,31
867,Tyranitar 7,Tyranitar,7,Adamant,Quick Claw,Rock Slide,Aerial Ace,Brick Break,Curse,Sand Stream,255 HP / 255 Atk,255,255,,,,,404/403/256/203/236/158,158,207/204/130/103/120/81,81,31
868,Tyranitar 8,Tyranitar,8,Adamant,Lum Berry,Rock Slide,Thunder Wave,Dragon Dance,Rest,Sand Stream,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/334/298/203/278/158,158,196/169/151/103/141/81,81,31
869,Tyranitar 9,Tyranitar,9,Hardy,Quick Claw,Crunch,Earthquake,Aerial Ace,Attract,Sand Stream,255 Atk / 255 SpA,,255,,255,,,341/367/256/289/236/158,158,175/186/130/147/120/81,81,31
870,Tyranitar 10,Tyranitar,10,Adamant,Lum Berry,Double-Edge,Earthquake,Rock Slide,Dragon Dance,Sand Stream,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/334/298/203/278/158,158,196/169/151/103/141/81,81,31
871,Articuno 5,Articuno,5,Docile,Focus Band,Blizzard,Double-Edge,Agility,Swagger,Pressure,255 Atk / 255 SpA,,255,,255,,,321/269/236/289/286/206,206,165/137/120/147/145/105,105,31
872,Articuno 6,Articuno,6,Docile,Chesto Berry,Ice Beam,Aerial Ace,Reflect,Rest,Pressure,255 Atk / 255 SpA,,255,,255,,,321/269/236/289/286/206,206,165/137/120/147/145/105,105,31
873,Zapdos 5,Zapdos,5,Docile,Scope Lens,Thunderbolt,Drill Peck,Double-Edge,Thunder Wave,Pressure,255 Atk / 255 SpA,,255,,255,,,321/279/206/349/216/236,236,165/142/105/177/110/120,120,31
874,Zapdos 6,Zapdos,6,Docile,Lum Berry,Thunder,Drill Peck,Rain Dance,Double-Edge,Pressure,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,321/258/206/328/216/278,278,165/131/105/166/110/141,141,31
875,Moltres 5,Moltres,5,Docile,White Herb,Overheat,Sunny Day,Swagger,Facade,Pressure,255 SpA / 255 Speed,,,,255,,255,321/236/216/349/206/279,279,165/120/110/177/105/142,142,31
876,Moltres 6,Moltres,6,Docile,White Herb,Overheat,Double-Edge,Aerial Ace,Steel Wing,Pressure,255 Atk / 255 SpA,,255,,255,,,321/299/216/349/206/216,216,165/152/110/177/105/110,110,31
877,Raikou 5,Raikou,5,Modest,BrightPowder,Thunderbolt,Double-Edge,Roar,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,31
878,Raikou 6,Raikou,6,Modest,Chesto Berry,Thunderbolt,Calm Mind,Substitute,Rest,Pressure,255 HP / 255 Def,255,,255,,,,384/185/249/292/236/266,266,197/94/127/149/120/135,135,31
879,Entei 5,Entei,5,Docile,Salac Berry,Fire Blast,Double-Edge,Endure,Reflect,Pressure,255 Def / 255 SpD,,,255,,255,,371/266/269/216/249/236,236,190/135/137/110/127/120,120,31
880,Entei 6,Entei,6,Modest,Chesto Berry,Flamethrower,Calm Mind,Roar,Rest,Pressure,255 Def / 255 SpD,,,255,,255,,371/239/269/237/249/236,236,190/121/137/121/127/120,120,31
881,Suicune 5,Suicune,5,Modest,Lum Berry,Surf,Ice Beam,Calm Mind,Icy Wind,Pressure,255 HP / 255 SpA,255,,,255,,,404/167/266/306/266/206,206,207/85/135/156/135/105,105,31
882,Suicune 6,Suicune,6,Modest,Chesto Berry,Surf,Ice Beam,Calm Mind,Rest,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/167/308/237/308/206,206,196/85/156/121/156/105,105,31
Anabel Silver,Alakazam A,Alakazam,A,Modest,BrightPowder,ThunderPunch,Fire Punch,Ice Punch,Disable,Synchronize / Inner Focus,106 HP / 152 Def / 100 SpA / 152 Speed,106,,152,100,,152,270/116/157/356/199/307,307,140/60/81/180/102/156,156,24
Anabel Silver,Entei A,Entei,A,Lonely,Lum Berry,Fire Blast,Calm Mind,Return,Roar,Pressure,100 HP / 152 Atk / 152 Def / 100 SpA / 6 SpD,100,152,152,100,6,,389/326/213/234/180/229,229,199/166/108/119/92/117,117,24
Anabel Silver,Snorlax A,Snorlax,A,Adamant,Quick Claw,Body Slam,Belly Drum,Yawn,Shadow Ball,Immunity / Thick Fat,152 HP / 152 Atk / 106 SpA / 100 SpD,152,152,,106,100,,492/315/159/166/274/89,89,251/160/82/85/139/47,47,24
Anabel Gold,Raikou A,Raikou,A,Modest,Lum Berry,Thunderbolt,Calm Mind,Reflect,Rest,Pressure,158 HP / 252 Def / 100 Speed,158,,252,,,100,360/185/249/292/236/291,291,185/94/127/149/120/148,148,31
Anabel Gold,Latios A,Latios,A,Modest,BrightPowder,Psychic,Calm Mind,Recover,Dragon Claw,Levitate,252 HP / 252 Def / 6 Speed,252,,252,,,6,364/194/259/325/256/257,257,187/99/132/165/130/131,131,31
Anabel Gold,Snorlax B,Snorlax,B,Adamant,Chesto Berry,Curse,Return,Rest,Shadow Ball,Immunity / Thick Fat,252 HP / 252 Atk / 6 SpA,252,252,,6,,,524/350/166/150/256/96,96,267/178/85/77/130/50,50,31
Tucker Silver,Swampert A,Swampert,A,Brave,Focus Band,Surf,Earthquake,Ice Beam,Counter,Intimidate,152 HP / 152 Atk / 106 Def / 100 SpA,152,152,106,100,,,368/311/231/220/205/130,130,189/158/118/112/105/67,67,20
Tucker Silver,Salamence A,Salamence,A,Adamant,Lum Berry,Earthquake,Brick Break,Dragon Claw,Aerial Ace,Blaze,152 HP / 152 Atk / 106 Def / 100 Speed,152,152,106,,,100,358/366/211/220/185/250,250,184/185/108/112/95/127,127,20
Tucker Silver,Charizard A,Charizard,A,Quiet,White Herb,Overheat,Rock Slide,Aerial Ace,Earthquake,Torrent,100 HP / 152 Atk / 106 Def / 152 Speed,100,152,106,,,152,311/231/207/267/195/236,236,160/118/106/136/100/120,120,20
Tucker Gold,Swampert B,Swampert,B,Brave,Leftovers,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent,252 HP / 252 Atk / 6 Def,252,252,6,,,,404/350/217/206/216/140,140,207/178/111/105/110/72,72,31
Tucker Gold,Metagross A,Metagross,A,Brave,Quick Claw,Psychic,Meteor Mash,Earthquake,Protect,Clear Body,252 HP / 252 Atk / 6 Def,252,252,6,,,,364/405/297/226/216/158,158,187/205/151/115/110/81,81,31
Tucker Gold,Latias A,Latias,A,Modest,Chesto Berry,Thunderbolt,Psychic,Calm Mind,Rest,Levitate,252 HP / 252 Def / 6 Speed,252,,252,,,6,364/176/279/281/296/257,257,187/90/142/143/150/131,131,31
Spenser Silver,Crobat A,Crobat,A,Adamant,BrightPowder,Confuse Ray,Double Team,Toxic,Fly,Inner Focus,152 HP / 100 SpA /106 SpD /152 Speed,152,,,100,106,152,334/221/181/167/207/319,319,172/113/93/85/106/162,162,16
Spenser Silver,Slaking A,Slaking,A,Hardy,Scope Lens,Earthquake,Swagger,Shadow Ball,Brick Break,Truant,152 HP / 152 Atk / 100 SpA / 106 Speed,152,152,,100,,106,464/379/221/236/151/247,247,237/192/113/120/78/126,126,16
Spenser Silver,Lapras A,Lapras,A,Quiet,Quick Claw,Ice Beam,Horn Drill,Confuse Ray,Protect,Water Absorb / Shell Armor,252 Def / 106 SpA / 152 HP,152,,252,106,,,386/191/244/238/249/126,126,198/98/124/122/127/65,65,16
Spenser Gold,Arcanine A,Arcanine,A,Hasty,White Herb,Overheat,ExtremeSpeed,Roar,Protect,Flash Fire / Intimidate, 6 HP / 252 Atk / 252 Def,6,252,252,,,,322/319/233/236/196/248,248,166/162/118/120/100/127,127,31
Spenser Gold,Slaking B,Slaking,B,Hardy,Scope Lens,Hyper Beam,Earthquake,Shadow Ball,Yawn,Truant, 6 HP / 252 Atk / 252 Speed,6,252,,,,252,442/419/236/226/166/299,299,226/212/120/115/85/152,152,31
Spenser Gold,Suicune A,Suicune,A,Hasty,King's Rock,Blizzard,Surf,Bite,Calm Mind,Pressure,252 HP / 252 Def / 6 Speed,252,,252,,,6,404/186/296/216/266/227,227,207/95/150/110/135/116,116,31
Greta Silver,Heracross A,Heracross,A,Jolly,Salac Berry,Megahorn,Rock Tomb,Endure,Reversal,Guts / Swarm,106 HP / 152 Atk / 100 SpD / 152 Speed,106,152,,,100,152,316/313/175/94/240/256,256,163/159/90/49/122/130,130,20
Greta Silver,Umbreon A,Umbreon,A,Calm,Leftovers,Body Slam,Confuse Ray,Psychic,Faint Attack,Synchronize,152 HP / 100 Def / 152 SpA / 106 SpD,152,,100,152,106,,358/139/270/183/342/155,155,184/72/137/94/173/80,80,20
Greta Silver,Shedinja A,Shedinja,A,Adamant,BrightPowder,Shadow Ball,Return,Confuse Ray,Aerial Ace,Wonder Guard,252 Atk / 6 Def / 252 Speed,,252,6,,,252,132/294/116/76/85/168,168,71/150/60/40/45/86,86,20
Greta Gold,Umbreon B,Umbreon,B,Calm,Chesto Berry,Double-Edge,Confuse Ray,Rest,Psychic,Synchronize,252 HP /  252 SpA / 6 SpD,252,,,252,6,,394/149/256/219/326/166,166,202/76/130/112/166/85,85,31
Greta Gold,Gengar A,Gengar,A,Modest,Leftovers,Psychic,Hypnosis,Dream Eater,Destiny Bond,Levitate,252 HP / 252 Def / 6 SpA,252,,252,6,,,324/149/219/326/186/256,256,167/76/112/166/95/130,130,31
Greta Gold,Breloom A,Breloom,A,Jolly,Lum Berry,Spore,Focus Punch,Giga Drain,Headbutt,Effect Spore, 6 HP / 252 Atk / 252 Speed,6,252,,,,252,262/359/196/140/156/262,262,136/182/100/72/80/134,134,31
Noland Silver†,Metang ,Metang,,Brave,Sitrus Berry,Light Screen,Psychic,Reflect,Metal Claw,Clear Body,252 Atk / 252 Def / 6 SpA,,252,252,6,,,261/273/299/147/196/122,122,135/139/152/76/100/63,63,31
Noland Silver†,Skarmory ,Skarmory,,Impish,Sitrus Berry,Toxic,Aerial Ace,Protect,Steel Wing,Keen Eye / Sturdy,252 HP / 6 SpA / 252 SpD,252,,,6,252,,334/196/347/105/239/176,176,172/100/176/54/122/90,90,31
Noland Silver†,Aggron ,Aggron,,Adamant,Sitrus Berry,Thunderbolt,Protect,SolarBeam,Dragon Claw,Sturdy / Rock Head,252 Atk / 252 SpA / 6 SpD,,252,,252,6,,281/350/396/197/157/136,136,145/178/200/100/81/70,70,31
Noland Gold†,Metang ,Metang,,Brave,Sitrus Berry,Light Screen,Psychic,Reflect,Metal Claw,Clear Body,252 Atk / 252 Def / 6 SpA,,252,252,6,,,261/273/299/147/196/122,122,135/139/152/76/100/63,63,31
Noland Gold†,Skarmory ,Skarmory,,Impish,Sitrus Berry,Toxic,Aerial Ace,Protect,Steel Wing,Keen Eye / Sturdy,252 HP / 6 SpA / 252 SpD,252,,,6,252,,334/196/347/105/239/176,176,172/100/176/54/122/90,90,31
Noland Gold†,Aggron ,Aggron,,Adamant,Sitrus Berry,Thunderbolt,Protect,SolarBeam,Dragon Claw,Sturdy / Rock Head,252 Atk / 252 SpA / 6 SpD,,252,,252,6,,281/350/396/197/157/136,136,145/178/200/100/81/70,70,31
Lucy Silver,Seviper A,Seviper,A,Brave,Quick Claw,Swagger,Crunch,Poison Fang,Giga Drain,Shed Skin,252 HP / 252 Def / 6 SpA,252,,252,6,,,335/243/204/222/141/135,135,172/124/104/113/73/70,70,16
Lucy Silver,Shuckle A,Shuckle,A,Bold,Chesto Berry,Toxic,Sandstorm,Protect,Rest,Sturdy,252 HP / 6 SpA / 252 SpD,252,,,6,252,,229/36/529/42/544/31,31,119/20/267/23/274/18,18,16
Lucy Silver,Milotic A,Milotic,A,Modest,Leftovers,Ice Beam,Mirror Coat,Surf,Recover,Marvel Scale,152 HP / 100 Atk / 152 SpA / 106 SpD,152,100,,152,106,,354/126/204/284/297/183,183,182/65/104/145/151/94,94,16
Lucy Gold,Seviper B,Seviper,B,Bold,Focus Band,Swagger,Crunch,Sludge Bomb,Giga Drain,Shed Skin,252 HP /  252 SpA / 6 SpD,252,,,252,6,,350/212/171/299/157/166,166,180/108/88/152/81/85,85,31
Lucy Gold,Steelix A,Steelix,A,Brave,BrightPowder,Earthquake,Rock Slide,Explosion,Screech,Sturdy / Rock Head,252 HP / 6 SpA / 252 SpD  ,252,,,6,252,,354/226/436/147/229/86,86,182/116/220/76/117/45,45,31
Lucy Gold,Gyarados A,Gyarados,A,Adamant,Chesto Berry,Dragon Dance,Return,Roar,Rest,Intimidate,252 HP / 6 Atk / 252 SpD  ,252,6,,,252,,394/315/194/140/299/198,198,202/160/99/72/152/101,101,31
Brandon Silver,Regirock A,Regirock,A,Adamant,Quick Claw,Explosion,Superpower,Earthquake,AncientPower,Clear Body,152 HP / 152 Atk / 106 SpA / 100 SpD  ,152,152,,106,100,,324/284/421/132/246/121,121,167/145/213/68/125/63,63,16
Brandon Silver,Registeel A,Registeel,A,Adamant,Leftovers,Earthquake,Metal Claw,Toxic,Iron Defense,Clear Body,152 HP / 152 Atk / 6 SpA / 200 SpD,152,152,,6,200,,324/229/321/154/371/121,121,167/117/163/79/188/63,63,16
Brandon Silver,Regice A,Regice,A,Modest,Chesto Berry,Ice Beam,Amnesia,Thunder,Rest,Clear Body,106 HP / 152 Def / 100 SpA / 152 SpD  ,106,,152,100,152,,312/108/259/270/459/121,121,161/56/132/138/232/63,63,16
Brandon Gold,Articuno A,Articuno,A,Mild,Scope Lens,Blizzard,Water Pulse,Aerial Ace,Reflect,Pressure, 6 HP / 252 Def / 252 Speed,6,,252,,,252,322/206/269/248/286/269,269,166/105/136/127/145/137,137,31
Brandon Gold,Zapdos A,Zapdos,A,Mild,Lum Berry,Thunder,Detect,Drill Peck,Light Screen,Pressure, 6 HP / 252 Def / 252 Speed,6,,252,,,252,322/216/242/314/216/299,299,166/110/123/160/110/152,152,31
Brandon Gold,Moltres A,Moltres,A,Mild,BrightPowder,Fire Blast,Hyper Beam,Aerial Ace,Safeguard,Pressure, 6 HP / 252 Def / 252 Speed,6,,252,,,252,322/236/251/314/206/279,279,166/120/127/160/105/142,142,31
,,,,,,,,,,,,,,,,,,,,,,
"*All instances of Frustration* were listed as Return in the ROM. However, in the Factory Frustration replaces Return.",,,,,,,,,,,,,,,,,,,,,,
"†Placeholder only. Noland`s team is subject to the same restrictions as regular trainers - sets 565-660 in Open Level the first time with IVs of 15s, and sets 373-882 for the second time with IVs of 31s.",,,,,,,,,,,,,,,,,,,,,,
